2021,Sabrina,Alushi,0,0,0,0,0,0,0,533,13.92%
2021,Abdulla,Bega,0,0,0,0,0,0,0,533,13.92%
2021,Loard,Bejko,7,0,0,0,0,0,7,372,39.97%,Honourable,mention
2021,Nijada,Kacmoli,0,0,0,0,0,0,0,533,13.92%
2021,Tedi,Kallço,0,0,0,0,0,0,0,533,13.92%
2021,Klevis,Liperi,4,0,0,0,0,0,4,439,29.13%
2020,Ertjan,Arapi,0,0,0,5,0,0,5,498,19.19%
2020,Daniel,Budina,5,0,0,0,0,0,5,498,19.19%
2020,Klevis,Liperi,7,7,0,0,1,0,15,294,52.36%,Bronze,medal
2020,Dea,Myshketa,7,0,0,0,0,0,7,445,27.80%,Honourable,mention
2020,Marin,Qirjo,0,0,1,0,0,0,1,532,13.66%
2020,Megi,Reka,7,0,0,0,0,0,7,445,27.80%,Honourable,mention
2019,Rei,Dunja,1,0,0,0,2,0,3,504,18.87%
2019,Arbri,Kopliku,1,0,0,0,1,0,2,523,15.81%
2019,Seli,Lulaj,7,0,0,1,2,0,10,402,35.32%,Honourable,mention
2019,Edli,Merkaj,6,1,0,1,2,0,10,402,35.32%
2019,Igli,Mlloja,7,1,0,1,2,0,11,386,37.90%,Honourable,mention
2019,Megi,Reka,0,1,0,0,0,0,1,540,13.06%
2018,Eglis,Balani,4,0,0,0,0,0,4,470,20.91%
2018,Lorenc,Bushi,4,0,0,0,1,0,5,452,23.95%
2018,Safet,Hoxha,0,0,0,2,2,0,4,470,20.91%
2018,Aleksia,Kolo,7,0,0,1,1,0,9,391,34.23%,Honourable,mention
2018,Igli,Mlloja,4,2,0,0,0,0,6,441,25.80%
2018,Jovan,Shandro,0,1,0,3,5,0,9,391,34.23%
2017,Eglis,Balani,7,0,0,2,0,0,9,471,23.45%,Honourable,mention
2017,Lorenc,Bushi,7,3,0,7,0,0,17,188,69.54%,Bronze,medal
2017,Rei,Dunja,6,0,0,7,0,0,13,390,36.64%,Honourable,mention
2017,Safet,Hoxha,7,0,0,1,0,0,8,497,19.22%,Honourable,mention
2017,Seli,Lulaj,7,0,0,1,0,0,8,497,19.22%,Honourable,mention
2017,Igli,Mlloja,7,1,0,4,0,0,12,416,32.41%,Honourable,mention
2016,Keivin,Isufaj,2,0,0,2,0,0,4,493,18.14%
2016,Gledis,Kallço,7,0,0,7,4,0,18,206,65.89%,Bronze,medal
2016,Barjol,Lami,7,0,0,5,0,0,12,368,38.94%,Honourable,mention
2016,Fjona,Parllaku,7,1,0,0,0,0,8,429,28.79%,Honourable,mention
2016,Ana,Peçini,7,0,0,6,0,0,13,355,41.10%,Honourable,mention
2016,Enea,Prifti,1,0,0,2,0,0,3,501,16.81%
2015,Euxhen,Hasanaj,1,0,0,7,1,0,9,365,36.81%,Honourable,mention
2015,Gledis,Kallço,4,1,0,7,1,0,13,283,51.04%,Honourable,mention
2015,Fjona,Parllaku,0,1,0,2,0,0,3,480,16.84%
2015,Ana,Peçini,0,0,0,0,0,0,0,553,4.17%
2015,Endi,Reka,1,0,0,0,1,0,2,508,11.98%
2015,Alboreno,Voci,1,0,1,7,1,0,10,337,41.67%,Honourable,mention
2014,Livio,Fetahu,7,0,0,7,0,0,14,321,42.75%,Honourable,mention
2014,Boriana,Gjura,7,0,0,7,0,0,14,321,42.75%,Honourable,mention
2014,Gledis,Kallço,3,0,0,7,0,0,10,387,30.95%,Honourable,mention
2014,Liana,Shpani,1,0,0,2,0,0,3,483,13.77%
2014,Antonino,Sota,3,0,0,2,0,0,5,470,16.10%
2011,Florida,Ahmetaj,1,0,0,0,0,0,1,530,5.87%
2011,Jonatan,Ismaili,2,0,0,0,1,0,3,491,12.81%
2011,Gledis,Kallço,3,0,0,1,1,0,5,449,20.28%
2011,Olsi,Leka,2,0,0,0,1,0,3,491,12.81%
2011,Ridgers,Mema,3,0,0,1,0,0,4,466,17.26%
2011,Erjona,Topalli,7,0,0,0,1,0,8,402,28.65%,Honourable,mention
2010,Florida,Ahmetaj,1,0,0,0,0,0,1,493,5.57%
2010,Ridgers,Mema,3,0,0,0,0,0,3,477,8.64%
2010,Elio,Nushi,0,1,0,0,0,0,1,493,5.57%
2010,Erjona,Topalli,2,1,0,3,0,0,6,445,14.78%
2009,Tedi,Aliaj,1,1,0,0,0,0,2,482,14.72%
2009,Arlind,Gjoka,0,0,0,0,0,0,0,547,3.19%
2009,Niko,Kaso,2,1,0,1,1,0,5,429,24.11%
2009,Ridgers,Mema,4,0,0,0,1,0,5,429,24.11%
2009,Andi,Reçi,1,3,0,4,1,0,9,354,37.41%
2009,Ornela,Xhelili,1,2,0,0,0,0,3,459,18.79%
2008,Limonera,Bozha,0,0,0,0,0,0,0,521,2.62%
2008,Arbana,Grembi,2,5,0,0,1,0,8,368,31.27%
2008,Redi,Haderi,5,1,0,4,0,0,10,337,37.08%
2008,Niko,Kaso,1,1,0,1,0,0,3,459,14.23%
2008,Andi,Reçi,7,1,1,4,0,0,13,284,47.00%,Honourable,mention
2008,Beniada,Shabani,7,7,1,4,0,0,19,170,68.35%,Bronze,medal
2007,Redi,Haderi,3,1,0,7,7,0,18,145,72.25%,Bronze,medal
2007,Ardit,Mucaj,0,0,0,7,0,0,7,402,22.74%,Honourable,mention
2007,Rinald,Murataj,0,1,0,7,0,0,8,365,29.87%,Honourable,mention
2007,Andi,Reçi,0,1,0,7,0,0,8,365,29.87%,Honourable,mention
2007,Beniada,Shabani,0,1,0,7,3,0,11,293,43.74%,Honourable,mention
