2021,Achal,Kumar,Gupta,0,0,0,0,0,0,0,533,13.92%
2021,Dani,Kannanaikal,Martin,0,0,0,0,0,0,0,533,13.92%
2021,Taonga,Ndolo,0,0,0,0,0,0,0,533,13.92%
2021,Kalidas,Rayirath,0,0,0,0,0,0,0,533,13.92%
2021,Enoch,Titus,Robert,0,0,0,0,0,0,0,533,13.92%
2021,Ashwin,Shine,0,0,0,0,0,0,0,533,13.92%
2020,Aameer,Mansur,Bhamani,0,0,0,0,0,0,0,560,9.11%
2020,Rohana,Sree,Gullapalli,0,0,0,0,0,0,0,560,9.11%
2020,Thabang,Timothy,Kelebeng,0,0,1,0,0,0,1,532,13.66%
2020,Tumelo,Losika,Ngakane,0,0,0,0,0,0,0,560,9.11%
2020,Milit,Ranjith,0,0,0,0,0,0,0,560,9.11%
2020,Kalidas,Rayirath,1,2,1,0,0,0,4,505,18.05%
2019,Rohana,Sree,Gullapalli,0,0,0,0,2,0,2,523,15.81%
2019,Kalidas,Rayirath,0,0,0,0,0,0,0,573,7.74%
2018,Joel,Binu,0,0,0,0,0,0,0,565,4.89%
2018,Shuyu,Jiao,7,0,0,0,0,0,7,430,27.66%,Honourable,mention
2018,Bakang,Kgopolo,0,0,0,0,0,0,0,565,4.89%
2018,Garam,Park,0,0,0,2,1,0,3,486,18.21%
2018,Eunice,Tshosa,0,0,0,0,0,0,0,565,4.89%
2018,Wen,Zhang,0,0,0,2,0,0,2,511,14.00%
2017,Joel,Binu,2,0,0,1,0,0,3,559,9.12%
2017,Gautham,Gopinath,2,0,0,1,0,0,3,559,9.12%
2017,Shuyu,Jiao,0,1,0,0,0,0,1,582,5.37%
2017,Garam,Park,4,0,0,7,0,0,11,442,28.18%,Honourable,mention
2017,Eunice,Tshosa,0,0,0,0,0,0,0,604,1.79%
2017,Wen,Zhang,0,0,0,1,0,0,1,582,5.37%
2016,Joel,Binu,0,0,0,0,0,0,0,568,5.66%
2016,Sparsh,Gautam,0,0,0,0,0,0,0,568,5.66%
2016,Eben,Twazihirwa,Mnzava,0,0,0,0,0,0,0,568,5.66%
2016,Kabo,Bob,Mosetse,0,0,0,0,0,0,0,568,5.66%
2016,Ngwao,Ngwako,0,0,0,0,0,0,0,568,5.66%
2016,Garam,Park,7,0,0,0,0,0,7,443,26.46%,Honourable,mention
2015,Temana,Boyce,Bakaabatsile,0,0,0,1,0,0,1,532,7.81%
2015,Sparsh,Gautam,0,0,0,0,0,0,0,553,4.17%
2015,Bamebotlhe,John,0,0,0,0,0,0,0,553,4.17%
2015,Kebafilwe,Joseph,Loiti,0,0,0,0,0,0,0,553,4.17%
2015,Tinashe,Olekantse,0,0,0,0,0,0,0,553,4.17%
2015,Garam,Park,0,0,0,0,0,0,0,553,4.17%
