2021,Ahmad,Elsaieed,1,0,0,0,1,0,2,470,24.11%
2021,Mohamed,Mostafa,0,0,0,0,0,0,0,533,13.92%
2019,Abdelrahman,Aboubih,1,0,0,1,0,0,2,523,15.81%
2019,Adham,Ahmed,0,0,0,0,2,0,2,523,15.81%
2019,Zyad,Hassan,1,0,0,0,3,0,4,489,21.29%
2019,Ahmed,Sharaf,1,1,0,0,2,0,4,489,21.29%
2018,Ahmed,Abdelaziz,1,0,0,7,0,0,8,413,30.52%,Honourable,mention
2018,John,Attia,0,2,0,0,0,0,2,511,14.00%
2018,Bassant,Mohamed,0,0,0,0,0,0,0,565,4.89%
2018,Emil,Yousef,0,0,0,0,0,0,0,565,4.89%
2017,Abdelrahman,Elawadly,0,0,0,0,0,0,0,604,1.79%
2017,Khaled,Hagras,1,0,0,0,0,0,1,582,5.37%
2017,Zyad,Hassan,1,0,0,1,0,0,2,567,7.82%
2016,Noha,Aboqara,2,0,0,0,0,0,2,515,14.48%
2016,Moaaz,Alqady,0,2,0,0,0,0,2,515,14.48%
2016,Ahmad,El,Gazzar,0,0,0,0,0,0,0,568,5.66%
2016,Marim,Faroun,1,0,0,0,0,0,1,539,10.48%
2016,Hatem,Mousa,0,0,0,0,0,0,0,568,5.66%
